Station;
191,00;0,00
192,00;0,00
193,00;0,07
194,00;0,11
195,00;0,11
196,00;0,15
197,00;0,11
198,00;0,11
199,00;0,15
200,00;0,15
201,00;0,11
202,00;0,07
203,00;0,00
204,00;0,00
205,00;0,07
206,00;0,07
207,00;0,07
208,00;0,11
209,00;0,15
210,00;0,11
211,00;0,15
212,00;0,07
213,00;0,11
214,00;0,04
215,00;0,04
216,00;0,00
217,00;-0,04
218,00;0,00
219,00;0,07
220,00;0,07
221,00;0,11
222,00;0,11
223,00;0,11
224,00;0,15
225,00;0,11
226,00;0,07
227,00;0,07
228,00;0,00
229,00;0,00
230,00;0,00
231,00;0,04
232,00;0,04
233,00;0,11
234,00;0,07
235,00;0,07
236,00;0,11
237,00;0,15
238,00;0,11
239,00;0,11
240,00;0,11
241,00;0,00
242,00;-0,07
243,00;0,04
244,00;0,07
245,00;0,07
246,00;0,11
247,00;0,11
248,00;0,18
249,00;0,15
250,00;0,11
251,00;0,18
252,00;0,11
253,00;0,11
254,00;0,15
255,00;0,00
256,00;0,04
257,00;0,11
258,00;0,11
259,00;0,07
260,00;0,15
261,00;0,11
262,00;0,15
263,00;0,11
264,00;0,07
265,00;0,07
266,00;0,11
267,00;0,11
268,00;0,07
269,00;0,00
270,00;-0,04
271,00;0,04
272,00;0,11
273,00;0,15
274,00;0,18
275,00;0,07
276,00;0,15
277,00;0,11
278,00;0,11
279,00;0,11
280,00;0,07
281,00;0,04
282,00;0,00
283,00;0,04
284,00;0,07
285,00;0,07
286,00;0,11
287,00;0,07
288,00;0,15
289,00;0,15
290,00;0,07
291,00;0,11
292,00;0,07
293,00;0,00
294,00;0,00
295,00;0,00
296,00;0,00
297,00;0,00
298,00;0,00
299,00;0,04
300,00;0,11
301,00;0,11
302,00;0,07
303,00;0,11
304,00;0,11
305,00;0,07
306,00;0,00
307,00;0,00
308,00;-0,04
309,00;0,00
310,00;0,07
311,00;0,04
312,00;0,11
313,00;0,07
314,00;0,07
315,00;0,15
316,00;0,15
317,00;0,11
318,00;0,07
319,00;0,04
320,00;0,04
321,00;-0,04
322,00;0,00
323,00;0,07
324,00;0,07
325,00;0,07
326,00;0,11
327,00;0,07
328,00;0,11
329,00;0,11
330,00;0,11
331,00;0,04
332,00;0,00
333,00;0,04
334,00;-0,04
335,00;-0,04
336,00;0,00
337,00;0,07
338,00;0,07
339,00;0,15
340,00;0,15
341,00;0,11
342,00;0,15
343,00;0,15
344,00;0,07
345,00;0,04
346,00;0,04
347,00;0,00
348,00;0,00
349,00;0,00
350,00;0,07
351,00;0,07
352,00;0,11
353,00;0,07
354,00;0,07
355,00;0,11
356,00;0,11
357,00;0,04
358,00;0,00
359,00;0,00
360,00;0,00
361,00;-0,04
362,00;-0,04
363,00;0,04
364,00;0,11
365,00;0,11
366,00;0,15
367,00;0,11
368,00;0,11
369,00;0,11
370,00;0,11
371,00;0,04
372,00;0,04
373,00;0,07
374,00;0,00
375,00;0,04
376,00;0,04
377,00;0,11
378,00;0,15
379,00;0,11
380,00;0,11
381,00;0,11
382,00;0,15
383,00;0,11
384,00;0,00
385,00;0,04
386,00;0,00
387,00;0,00
388,00;0,00
389,00;0,04
390,00;0,07
391,00;0,07
392,00;0,07
393,00;0,11
394,00;0,15
395,00;0,07
396,00;0,07
397,00;0,07
398,00;0,11
399,00;0,00
400,00;0,00
401,00;0,00
402,00;0,07
403,00;0,07
404,00;0,11
405,00;0,07
406,00;0,11
407,00;0,07
408,00;0,07
409,00;0,11
410,00;0,07
411,00;0,15
412,00;0,00
413,00;-0,04
414,00;0,00
415,00;0,04
416,00;0,07
417,00;0,07
418,00;0,07
419,00;0,11
420,00;0,11
421,00;0,11
422,00;0,07
423,00;0,07
424,00;0,04
425,00;0,00
426,00;-0,04
427,00;0,07
428,00;0,07
429,00;0,07
430,00;0,07
431,00;0,15
432,00;0,11
433,00;0,15
434,00;0,15
435,00;0,11
436,00;0,11
437,00;0,04
438,00;0,04
439,00;0,04
440,00;0,04
441,00;0,00
442,00;0,07
443,00;0,07
444,00;0,15
445,00;0,15
446,00;0,11
447,00;0,11
448,00;0,11
449,00;0,07
450,00;0,07
451,00;0,00
452,00;-0,04
453,00;0,00
454,00;0,00
455,00;0,04
456,00;0,07
457,00;0,11
458,00;0,07
459,00;0,15
460,00;0,15
461,00;0,15
462,00;0,11
463,00;0,11
464,00;0,07
465,00;0,00
466,00;0,00
467,00;0,00
468,00;0,07
469,00;0,07
470,00;0,07
471,00;0,07
472,00;0,07
473,00;0,07
474,00;0,15
475,00;0,07
476,00;0,07
477,00;0,00
478,00;0,00
479,00;0,00
480,00;0,00
481,00;0,00
482,00;0,07
483,00;0,15
484,00;0,07
485,00;0,07
486,00;0,11
487,00;0,11
488,00;0,07
489,00;0,04
490,00;0,04
491,00;-0,04
492,00;-0,04
493,00;0,07
494,00;0,04
495,00;0,11
496,00;0,07
497,00;0,11
498,00;0,15
499,00;0,15
500,00;0,11
501,00;0,07
502,00;0,07
503,00;0,04
504,00;0,04
505,00;0,00
506,00;0,04
507,00;0,15
508,00;0,11
509,00;0,07
510,00;0,07
511,00;0,15
512,00;0,15
513,00;0,15
514,00;0,11
515,00;0,07
516,00;0,07
517,00;-0,04
518,00;0,00
519,00;0,04
520,00;0,04
521,00;0,15
522,00;0,15
523,00;0,11
524,00;0,15
525,00;0,15
526,00;0,15
527,00;0,11
528,00;0,07
529,00;0,04
530,00;0,04
531,00;0,04
532,00;0,07
533,00;0,07
534,00;0,07
535,00;0,07
536,00;0,15
537,00;0,11
538,00;0,11
539,00;0,11
540,00;0,11
541,00;0,07
542,00;0,04
543,00;0,00
544,00;-0,04
545,00;0,00
546,00;0,07
547,00;0,07
548,00;0,11
549,00;0,11
550,00;0,15
551,00;0,15
552,00;0,15
553,00;0,11
554,00;0,04
555,00;0,04
556,00;0,04
557,00;0,00
558,00;0,00
559,00;0,04
560,00;0,07
561,00;0,15
562,00;0,11
563,00;0,11
564,00;0,15
565,00;0,15
566,00;0,07
567,00;0,07
568,00;0,04
569,00;0,04
570,00;-0,04
571,00;0,00
572,00;0,04
573,00;0,04
574,00;0,11
575,00;0,11
576,00;0,11
577,00;0,11
578,00;0,15
579,00;0,18
580,00;0,15
581,00;0,07
582,00;0,00
583,00;0,00
584,00;0,00
585,00;0,04
586,00;0,07
587,00;0,11
588,00;0,15
589,00;0,11
590,00;0,11
591,00;0,15
592,00;0,11
593,00;0,15
594,00;0,07
595,00;0,00
596,00;0,00
597,00;-0,04
598,00;0,04
599,00;0,07
600,00;0,11
601,00;0,11
602,00;0,07
603,00;0,22
604,00;0,15
605,00;0,07
606,00;0,07
607,00;0,07
608,00;0,07
609,00;0,00
610,00;0,00
611,00;0,04
612,00;0,04
613,00;0,11
614,00;0,07
615,00;0,07
616,00;0,11
617,00;0,15
618,00;0,15
619,00;0,11
620,00;0,11
621,00;0,07
622,00;0,00
623,00;0,00
624,00;0,00
625,00;0,00
626,00;0,11
627,00;0,18
628,00;0,15
629,00;0,07
630,00;0,11
631,00;0,07
632,00;0,07
633,00;0,07
634,00;0,04
635,00;0,00
636,00;0,00
637,00;0,00
638,00;0,00
639,00;0,07
640,00;0,11
641,00;0,11
642,00;0,11
643,00;0,15
644,00;0,15
645,00;0,07
646,00;0,04
647,00;0,04
648,00;0,00
649,00;0,00
650,00;-0,04
651,00;0,00
652,00;0,15
653,00;0,07
654,00;0,07
655,00;0,15
656,00;0,18
657,00;0,11
658,00;0,07
659,00;0,11
660,00;0,07
661,00;0,04
662,00;-0,04
663,00;0,04
664,00;0,04
665,00;0,07
666,00;0,11
667,00;0,07
668,00;0,11
669,00;0,18
670,00;0,11
671,00;0,15
672,00;0,07
673,00;0,07
674,00;0,07
675,00;0,04
676,00;0,04
677,00;0,07
678,00;0,07
679,00;0,15
680,00;0,15
681,00;0,11
682,00;0,15
683,00;0,11
684,00;0,11
685,00;0,11
686,00;0,07
687,00;0,04
688,00;0,00
689,00;0,00
690,00;0,07
691,00;0,07
692,00;0,15
693,00;0,15
694,00;0,15
695,00;0,11
696,00;0,15
697,00;0,15
698,00;0,07
699,00;0,15
700,00;0,07
701,00;-0,04
702,00;0,04
703,00;0,04
704,00;0,07
705,00;0,11
706,00;0,15
707,00;0,11
708,00;0,15
709,00;0,15
710,00;0,15
711,00;0,11
712,00;0,11
713,00;0,04
714,00;0,00
715,00;0,07
716,00;0,00
717,00;0,04
718,00;0,07
719,00;0,11
720,00;0,11
721,00;0,07
722,00;0,15
723,00;0,22
724,00;0,07
725,00;0,07
726,00;0,04
727,00;0,04
728,00;0,00
729,00;0,00
730,00;0,04
731,00;0,04
732,00;0,15
733,00;0,15
734,00;0,11
735,00;0,18
736,00;0,11
737,00;0,11
738,00;0,07
739,00;0,04
740,00;0,07
741,00;0,00
742,00;0,04
743,00;0,07
744,00;0,07
745,00;0,07
746,00;0,07
747,00;0,18
748,00;0,15
749,00;0,15
750,00;0,11
751,00;0,07
752,00;0,07
753,00;0,00
754,00;-0,04
755,00;-0,04
756,00;0,04
757,00;0,11
758,00;0,07
759,00;0,11
760,00;0,15
761,00;0,11
762,00;0,11
763,00;0,11
764,00;0,07
765,00;0,07
766,00;0,00
767,00;0,00
768,00;0,00
769,00;0,04
770,00;0,07
771,00;0,11
772,00;0,11
773,00;0,11
774,00;0,11
775,00;0,15
776,00;0,11
777,00;0,11
778,00;0,04
779,00;0,00
780,00;0,00
781,00;0,00
782,00;0,04
783,00;0,07
784,00;0,11
785,00;0,15
786,00;0,11
787,00;0,15
788,00;0,11
789,00;0,15
790,00;0,07
791,00;0,04
792,00;0,04
793,00;0,00
794,00;0,04
795,00;0,11
796,00;0,11
797,00;0,11
798,00;0,11
799,00;0,15
800,00;0,15
801,00;0,11
802,00;0,11
803,00;0,07
804,00;0,11
805,00;0,04
806,00;0,00
807,00;0,00
808,00;0,04
809,00;0,07
810,00;0,11
811,00;0,07
812,00;0,07
813,00;0,15
814,00;0,11
815,00;0,15
816,00;0,07
817,00;0,07
818,00;0,07
819,00;0,07
820,00;0,00
821,00;0,07
822,00;0,07
823,00;0,07
824,00;0,15
825,00;0,11
826,00;0,11
827,00;0,15
828,00;0,11
829,00;0,11
830,00;0,15
831,00;0,00
832,00;0,00
833,00;-0,04
834,00;0,00
835,00;0,15
836,00;0,15
837,00;0,07
838,00;0,11
839,00;0,11
840,00;0,07
841,00;0,15
842,00;0,11
843,00;0,07
844,00;0,11
845,00;0,00
846,00;0,00
847,00;0,00
848,00;0,07
849,00;0,07
850,00;0,07
851,00;0,15
852,00;0,11
853,00;0,15
854,00;0,11
855,00;0,11
856,00;0,04
857,00;0,04
858,00;0,00
859,00;0,00
860,00;0,04
861,00;0,07
862,00;0,07
863,00;0,07
864,00;0,11
865,00;0,11
866,00;0,11
867,00;0,15
868,00;0,15
869,00;0,07
870,00;0,04
871,00;0,07
872,00;0,00
873,00;0,00
874,00;0,07
875,00;0,04
876,00;0,11
877,00;0,11
878,00;0,11
879,00;0,11
880,00;0,15
881,00;0,15
882,00;0,11
883,00;0,11
884,00;0,07
885,00;0,00
886,00;0,04
887,00;0,00
888,00;0,07
889,00;0,07
890,00;0,15
891,00;0,15
892,00;0,15
893,00;0,15
894,00;0,11
895,00;0,07
896,00;0,07
897,00;0,11
898,00;0,04
899,00;0,00
900,00;0,00
901,00;0,04
902,00;0,07
903,00;0,07
904,00;0,15
905,00;0,15
906,00;0,15
907,00;0,11
908,00;0,11
909,00;0,07
910,00;0,04
911,00;0,00
912,00;-0,04
913,00;0,00
914,00;0,07
915,00;0,15
916,00;0,15
917,00;0,11
918,00;0,11
919,00;0,15
920,00;0,11
921,00;0,07
922,00;0,07
923,00;0,04
924,00;0,00
925,00;0,00
926,00;0,00
927,00;0,07
928,00;0,07
929,00;0,11
930,00;0,11
931,00;0,15
932,00;0,15
933,00;0,15
934,00;0,07
935,00;0,07
936,00;0,07
937,00;0,00
938,00;0,07
939,00;0,07
940,00;0,11
941,00;0,04
942,00;0,11
943,00;0,11
944,00;0,15
945,00;0,15
946,00;0,11
947,00;0,11
948,00;0,04
949,00;0,04
950,00;0,00
951,00;0,00
952,00;0,00
953,00;0,11
954,00;0,11
955,00;0,11
956,00;0,11
957,00;0,07
958,00;0,15
959,00;0,15
960,00;0,07
961,00;0,11
962,00;0,00
963,00;0,04
964,00;0,00
965,00;0,00
966,00;0,00
967,00;0,07
968,00;0,11
969,00;0,11
970,00;0,11
971,00;0,15
972,00;0,15
973,00;0,15
974,00;0,11
975,00;0,04
976,00;0,00
977,00;0,00
978,00;0,04
979,00;0,04
980,00;0,11
981,00;0,11
982,00;0,11
983,00;0,11
984,00;0,11
985,00;0,11
986,00;0,15
987,00;0,07
988,00;0,07
989,00;-0,04
990,00;-0,04
991,00;0,00
992,00;0,04
993,00;0,07
994,00;0,07
995,00;0,07
996,00;0,11
997,00;0,11
998,00;0,18
999,00;0,11
1000,00;0,07
1001,00;0,07
1002,00;0,07
1003,00;0,04
1004,00;0,04
1005,00;0,00
1006,00;0,07
1007,00;0,11
1008,00;0,07
1009,00;0,11
1010,00;0,11
1011,00;0,11
1012,00;0,11
1013,00;0,07
1014,00;0,07
1015,00;-0,04
1016,00;0,00
1017,00;0,00
1018,00;0,00
1019,00;0,04
1020,00;0,07
1021,00;0,11
1022,00;0,11
1023,00;0,11
1024,00;0,15
1025,00;0,15
1026,00;0,07
1027,00;0,07
1028,00;0,00
1029,00;0,00
1030,00;0,00
1031,00;0,04
1032,00;0,04
1033,00;0,07
1034,00;0,11
1035,00;0,15
1036,00;0,15
1037,00;0,15
1038,00;0,11
1039,00;0,11
1040,00;0,07
1041,00;0,04
1042,00;0,00
1043,00;0,00
1044,00;0,00
1045,00;0,04
1046,00;0,07
1047,00;0,07
1048,00;0,11
1049,00;0,15
1050,00;0,15
1051,00;0,11
1052,00;0,07
1053,00;0,04
1054,00;0,07
1055,00;0,00
1056,00;-0,04
1057,00;0,00
1058,00;0,15
1059,00;0,15
1060,00;0,15
1061,00;0,07
1062,00;0,11
1063,00;0,15
1064,00;0,15
1065,00;0,07
1066,00;0,07
1067,00;0,07
1068,00;-0,04
1069,00;0,00
1070,00;0,00
1071,00;0,04
1072,00;0,11
1073,00;0,11
1074,00;0,07
1075,00;0,11
1076,00;0,15
1077,00;0,11
1078,00;0,07
1079,00;0,07
1080,00;0,00
1081,00;0,00
1082,00;-0,07
1083,00;0,04
1084,00;0,11
1085,00;0,04
1086,00;0,07
1087,00;0,07
1088,00;0,11
1089,00;0,15
1090,00;0,11
1091,00;0,11
1092,00;0,15
1093,00;0,07
1094,00;0,00
1095,00;0,00
1096,00;0,00
1097,00;0,07
1098,00;0,07
1099,00;0,04
1100,00;0,11
1101,00;0,07
1102,00;0,07
1103,00;0,11
1104,00;0,07
1105,00;0,07
1106,00;0,04
1107,00;0,11
1108,00;0,00
1109,00;0,00
1110,00;0,07
1111,00;0,07
1112,00;0,07
1113,00;0,07
1114,00;0,11
1115,00;0,11
1116,00;0,11
1117,00;0,11
1118,00;0,07
1119,00;0,07
1120,00;0,04
1121,00;0,00
1122,00;0,00
1123,00;0,00
1124,00;0,07
1125,00;0,15
1126,00;0,11
1127,00;0,11
1128,00;0,07
1129,00;0,11
1130,00;0,11
1131,00;0,11
1132,00;0,04
1133,00;-0,04
1134,00;-0,04
1135,00;-0,04
1136,00;0,04
1137,00;0,04
1138,00;0,07
1139,00;0,07
1140,00;0,11
1141,00;0,15
1142,00;0,15
1143,00;0,15
1144,00;0,07
1145,00;0,04
1146,00;0,04
1147,00;0,04
1148,00;0,00
1149,00;0,00
1150,00;0,07
1151,00;0,07
1152,00;0,11
1153,00;0,11
1154,00;0,11
1155,00;0,15
1156,00;0,15
1157,00;0,07
1158,00;0,07
1159,00;0,07
1160,00;0,00
1161,00;0,00
1162,00;0,00
1163,00;0,07
1164,00;0,11
1165,00;0,11
1166,00;0,11
1167,00;0,11
1168,00;0,15
1169,00;0,11
1170,00;0,07
1171,00;0,04
1172,00;0,04
1173,00;0,00
1174,00;-0,04
1175,00;-0,04
1176,00;0,11
1177,00;0,07
1178,00;0,11
1179,00;0,15
1180,00;0,15
1181,00;0,15
1182,00;0,15
1183,00;0,11
1184,00;0,11
1185,00;0,11
1186,00;0,00
1187,00;0,00
1188,00;0,04
1189,00;0,11
1190,00;0,07
1191,00;0,07
1192,00;0,15
1193,00;0,15
1194,00;0,15
1195,00;0,15
1196,00;0,07
1197,00;0,04
1198,00;0,07
1199,00;-0,04
1200,00;-0,04
1201,00;0,00
1202,00;0,15
1203,00;0,15
1204,00;0,15
1205,00;0,07
1206,00;0,11
1207,00;0,15
1208,00;0,15
1209,00;0,15
1210,00;0,07
1211,00;0,04
1212,00;0,04
1213,00;0,04
1214,00;0,04
1215,00;0,04
1216,00;0,07
1217,00;0,07
1218,00;0,11
1219,00;0,11
1220,00;0,15
1221,00;0,15
1222,00;0,11
1223,00;0,11
1224,00;0,11
1225,00;0,00
1226,00;0,00
1227,00;0,07
1228,00;0,07
1229,00;0,07
1230,00;0,11
1231,00;0,11
1232,00;0,15
1233,00;0,11
1234,00;0,11
1235,00;0,11
1236,00;0,11
1237,00;0,11
1238,00;0,00
1239,00;0,00
1240,00;-0,04
1241,00;0,11
1242,00;0,04
1243,00;0,11
1244,00;0,15
1245,00;0,15
1246,00;0,15
1247,00;0,11
1248,00;0,11
1249,00;0,11
1250,00;0,04
1251,00;0,04
1252,00;0,04
1253,00;0,04
1254,00;0,00
1255,00;0,00
1256,00;0,15
1257,00;0,15
1258,00;0,11
1259,00;0,15
1260,00;0,15
1261,00;0,15
1262,00;0,07
1263,00;0,07
1264,00;0,07
1265,00;0,00
1266,00;0,00
1267,00;0,00
1268,00;0,07
1269,00;0,11
1270,00;0,15
1271,00;0,15
1272,00;0,11
1273,00;0,07
1274,00;0,15
1275,00;0,15
1276,00;0,15
1277,00;0,00
1278,00;0,00
1279,00;-0,04
1280,00;0,04
1281,00;0,07
1282,00;0,11
1283,00;0,07
1284,00;0,07
1285,00;0,11
1286,00;0,11
1287,00;0,11
1288,00;0,07
1289,00;0,07
1290,00;0,00
1291,00;0,00
1292,00;0,00
1293,00;0,00
1294,00;0,04
1295,00;0,04
1296,00;0,11
1297,00;0,11
1298,00;0,11
1299,00;0,22
1300,00;0,18
1301,00;0,07
1302,00;0,07
1303,00;0,04
1304,00;0,04
1305,00;0,00
1306,00;0,00
1307,00;0,04
1308,00;0,11
1309,00;0,11
1310,00;0,07
1311,00;0,11
1312,00;0,11
1313,00;0,15
1314,00;0,07
1315,00;0,07
1316,00;0,04
1317,00;0,00
1318,00;0,00
1319,00;0,00
1320,00;0,00
1321,00;0,11
1322,00;0,11
1323,00;0,15
1324,00;0,15
1325,00;0,15
1326,00;0,11
1327,00;0,11
1328,00;0,11
1329,00;0,07
1330,00;0,04
1331,00;0,00
1332,00;0,00
1333,00;0,07
1334,00;0,07
1335,00;0,07
1336,00;0,11
1337,00;0,15
1338,00;0,15
1339,00;0,11
1340,00;0,11
1341,00;0,07
1342,00;0,00
1343,00;0,00
1344,00;0,00
1345,00;0,00
1346,00;0,07
1347,00;0,11
1348,00;0,15
1349,00;0,07
1350,00;0,11
1351,00;0,15
1352,00;0,11
1353,00;0,07
1354,00;0,07
1355,00;0,07
1356,00;0,00
1357,00;0,00
1358,00;0,04
1359,00;0,04
1360,00;0,07
1361,00;0,11
1362,00;0,11
1363,00;0,18
1364,00;0,11
1365,00;0,15
1366,00;0,11
1367,00;0,07
1368,00;0,07
1369,00;0,00
1370,00;-0,04
1371,00;0,07
1372,00;0,04
1373,00;0,07
1374,00;0,07
1375,00;0,07
1376,00;0,15
1377,00;0,11
1378,00;0,07
1379,00;0,11
1380,00;0,07
1381,00;0,07
1382,00;0,00
1383,00;-0,04
1384,00;0,00
1385,00;0,04
1386,00;0,07
1387,00;0,07
1388,00;0,15
1389,00;0,11
1390,00;0,15
1391,00;0,11
1392,00;0,11
1393,00;0,11
1394,00;0,07
1395,00;0,11
1396,00;0,04
1397,00;0,00
1398,00;0,07
1399,00;0,07
1400,00;0,11
1401,00;0,11
1402,00;0,11
1403,00;0,11
1404,00;0,11
1405,00;0,11
1406,00;0,07
1407,00;0,04
1408,00;0,00
1409,00;0,00
1410,00;0,04
1411,00;0,00
1412,00;0,11
1413,00;0,07
1414,00;0,07
1415,00;0,11
1416,00;0,15
1417,00;0,15
1418,00;0,11
1419,00;0,18
1420,00;0,15
1421,00;0,04
1422,00;0,00
1423,00;0,00
1424,00;0,04
1425,00;0,11
1426,00;0,11
1427,00;0,07
1428,00;0,11
1429,00;0,07
1430,00;0,11
1431,00;0,11
1432,00;0,07
1433,00;0,15
1434,00;0,04
1435,00;0,04
1436,00;0,00
1437,00;-0,04
1438,00;0,04
1439,00;0,07
1440,00;0,11
1441,00;0,07
1442,00;0,11
1443,00;0,15
1444,00;0,11
1445,00;0,07
1446,00;0,07
1447,00;0,04
1448,00;0,04
1449,00;0,00
1450,00;-0,04
1451,00;0,07
1452,00;0,07
1453,00;0,15
1454,00;0,11
1455,00;0,15
1456,00;0,15
1457,00;0,15
1458,00;0,07
1459,00;0,11
1460,00;0,04
1461,00;0,04
1462,00;-0,04
1463,00;0,00
1464,00;0,00
1465,00;0,07
1466,00;0,07
1467,00;0,11
1468,00;0,15
1469,00;0,11
1470,00;0,11
1471,00;0,15
1472,00;0,07
1473,00;0,11
1474,00;0,04
1475,00;-0,04
1476,00;0,00
1477,00;0,00
1478,00;0,11
1479,00;0,11
1480,00;0,11
1481,00;0,07
1482,00;0,15
1483,00;0,11
1484,00;0,11
1485,00;0,07
1486,00;0,15
1487,00;0,00
1488,00;0,00
1489,00;-0,04
1490,00;0,07
1491,00;0,04
1492,00;0,15
1493,00;0,11
1494,00;0,07
1495,00;0,11
1496,00;0,11
1497,00;0,15
1498,00;0,04
1499,00;0,04
1500,00;0,00
1501,00;-0,04
1502,00;0,00
1503,00;0,04
1504,00;0,11
1505,00;0,07
1506,00;0,07
1507,00;0,15
1508,00;0,15
1509,00;0,11
1510,00;0,11
1511,00;0,11
1512,00;0,11
1513,00;0,00
1514,00;0,04
1515,00;0,04
1516,00;0,07
1517,00;0,07
1518,00;0,11
1519,00;0,15
1520,00;0,15
1521,00;0,07
1522,00;0,11
1523,00;0,11
1524,00;0,15
1525,00;0,11
1526,00;0,00
1527,00;0,00
1528,00;0,00
1529,00;0,04
1530,00;0,07
1531,00;0,04
1532,00;0,11
1533,00;0,11
1534,00;0,11
1535,00;0,11
1536,00;0,11
1537,00;0,11
1538,00;0,04
1539,00;0,11
1540,00;0,00
1541,00;0,00
1542,00;0,04
1543,00;0,11
1544,00;0,15
1545,00;0,07
1546,00;0,11
1547,00;0,11
1548,00;0,11
1549,00;0,15
1550,00;0,11
1551,00;0,07
1552,00;0,11
1553,00;0,00
1554,00;-0,04
1555,00;0,00
1556,00;0,04
1557,00;0,07
1558,00;0,07
1559,00;0,11
1560,00;0,11
1561,00;0,18
1562,00;0,11
1563,00;0,11
1564,00;0,07
1565,00;0,04
1566,00;0,00
1567,00;0,00
1568,00;0,00
1569,00;0,04
1570,00;0,07
1571,00;0,11
1572,00;0,07
1573,00;0,11
1574,00;0,11
1575,00;0,18
1576,00;0,15
1577,00;0,15
1578,00;0,07
1579,00;0,07
1580,00;0,04
1581,00;0,00
1582,00;0,04
1583,00;0,07
1584,00;0,07
1585,00;0,11
1586,00;0,15
1587,00;0,15
1588,00;0,15
1589,00;0,11
1590,00;0,07
1591,00;0,04
1592,00;0,07
1593,00;0,00
1594,00;0,04
1595,00;0,04
1596,00;0,11
1597,00;0,11
1598,00;0,15
1599,00;0,15
1600,00;0,11
1601,00;0,15
1602,00;0,15
1603,00;0,07
1604,00;0,07
1605,00;0,07
1606,00;0,00
1607,00;0,00
1608,00;0,00
1609,00;0,07
1610,00;0,07
1611,00;0,15
1612,00;0,15
1613,00;0,15
1614,00;0,11
1615,00;0,11
1616,00;0,04
1617,00;0,04
1618,00;0,04
1619,00;-0,04
1620,00;0,00
1621,00;0,07
1622,00;0,04
1623,00;0,11
1624,00;0,07
1625,00;0,15
1626,00;0,15
1627,00;0,15
1628,00;0,15
1629,00;0,11
1630,00;0,07
1631,00;0,04
1632,00;0,00
1633,00;0,00
1634,00;0,00
1635,00;0,07
1636,00;0,15
1637,00;0,11
1638,00;0,11
1639,00;0,07
1640,00;0,11
1641,00;0,15
1642,00;0,11
1643,00;0,07
1644,00;0,04
1645,00;0,00
1646,00;0,00
1647,00;0,07
1648,00;0,07
1649,00;0,07
1650,00;0,07
1651,00;0,15
